City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,havre-saint-pierre,50.2334,-63.5986,32.36,74,20,9.22,CA,1679776089
362,moerai,-22.4333,-151.3333,80.29,71,22,7.16,PF,1679776090
363,huaral,-11.495,-77.2078,79.54,63,76,8.88,PE,1679776090
364,bogorodskoye,56.55,37.8833,37.72,94,99,5.73,RU,1679776091
365,andenes,69.3143,16.1194,28.38,59,100,21.85,NO,1679776091
366,curaca,-8.9903,-39.9094,85.39,50,100,5.55,BR,1679776092
367,carutapera,-1.195,-46.02,81.0,79,7,6.31,BR,1679776092
368,kato mazarakion,38.0667,21.65,57.76,82,100,1.54,GR,1679776093
369,caxambu,-21.9772,-44.9325,76.35,78,25,2.1,BR,1679776093
370,caravelas,-17.7125,-39.2481,81.18,75,99,7.67,BR,1679776094
371,pisco,-13.7,-76.2167,82.45,57,0,17.27,PE,1679776094
372,galle,6.0367,80.217,77.49,85,61,5.59,LK,1679776095
373,khingansk,49.1167,131.1833,15.1,93,100,1.14,RU,1679776095
374,north myrtle beach,33.816,-78.68,68.11,94,75,10.36,US,1679775893
375,mengyin,35.7069,117.9264,40.86,47,10,2.26,CN,1679776096
376,colquechaca,-18.6667,-66.0167,44.06,61,89,8.14,BO,1679776096
377,strezhevoy,60.7333,77.5889,34.92,100,100,11.1,RU,1679776097
378,ust-ordynskiy,52.805,104.7508,24.46,98,100,4.03,RU,1679776097
379,garissa,-0.4536,39.6401,84.18,64,91,17.07,KE,1679776098
380,rio grande,-32.035,-52.0986,73.51,93,100,16.69,BR,1679776098
381,carballo,43.213,-8.691,56.01,88,98,9.33,ES,1679776099
382,manta,-0.95,-80.7333,81.82,74,32,8.63,EC,1679776099
383,perevolotskiy,51.8763,54.1938,37.36,86,58,4.56,RU,1679776099
384,labuhan,-6.8844,112.2051,77.68,86,100,7.29,ID,1679776100
385,sao joao da barra,-21.6403,-41.0511,84.29,76,10,9.89,BR,1679775893
386,huangmei,30.1924,116.025,45.23,73,21,3.6,CN,1679776101
387,umm kaddadah,13.6017,26.6876,78.15,21,7,17.34,SD,1679776101
388,trat,12.5,102.5,76.14,85,5,1.88,TH,1679775905
389,baoying,33.2292,119.3092,38.32,59,12,2.91,CN,1679776102
390,bay roberts,47.5999,-53.2648,34.66,94,99,11.99,CA,1679776102
391,waipawa,-41.4122,175.5153,61.68,79,8,6.91,NZ,1679776103
392,mayfield,36.7417,-88.6367,61.57,63,40,4.61,US,1679776103
393,salinopolis,-0.6136,-47.3561,80.8,77,20,4.88,BR,1679776104
394,kizner,56.2749,51.508,46.54,87,100,15.01,RU,1679776104
395,saint simons,31.1352,-81.3901,90.01,52,75,13.8,US,1679775877
396,narsaq,60.9167,-46.05,34.02,73,8,1.77,GL,1679775915
397,alofi,-19.0595,-169.9187,78.69,100,40,3.44,NU,1679776106
398,pindi bhattian,31.8978,73.273,55.72,92,36,2.17,PK,1679776106
399,abu zabad,12.35,29.25,83.17,17,13,19.57,SD,1679776107
400,zyryanovsk,49.7386,84.2719,15.71,94,56,1.72,KZ,1679776107
401,umea,63.8284,20.2597,8.91,85,0,2.3,SE,1679776108
402,beira,-19.8436,34.8389,77.09,88,40,7.52,MZ,1679776108
403,aborlan,9.4352,118.5492,78.13,82,76,3.6,PH,1679776109
404,aykhal,66.0,111.5,-7.85,97,8,7.05,RU,1679775889
405,pevek,69.7008,170.3133,-0.24,93,100,2.06,RU,1679776109
406,komsomolskiy,40.4272,71.7189,54.32,54,8,11.5,UZ,1679776110
407,nanchang,28.6833,115.8833,47.41,85,70,5.26,CN,1679776110
408,sao felix do xingu,-6.6447,-51.995,77.2,94,91,2.95,BR,1679776111
409,bilibino,68.0546,166.4372,-2.06,93,100,5.12,RU,1679776111
410,coahuayana,18.7333,-103.6833,87.8,46,58,10.25,MX,1679776111
411,capoterra,39.1763,8.9718,69.58,84,0,4.61,IT,1679776112
412,olinda,-8.0089,-34.8553,80.33,83,75,3.44,BR,1679776113
413,muros,42.7762,-9.0603,57.09,90,100,12.82,ES,1679776114
414,solhan,38.9634,41.0293,44.24,97,100,1.92,TR,1679776114
415,vostok,46.4856,135.8833,13.84,92,26,4.76,RU,1679776115
416,puerto carreno,6.189,-67.4859,91.38,49,20,5.75,CO,1679775895
417,ndele,8.4109,20.6473,72.72,80,100,4.94,CF,1679776115
418,netishyn,50.34,26.6417,47.61,87,100,6.87,UA,1679776116
419,neiafu,-18.65,-173.9833,83.08,83,40,11.5,TO,1679776117
420,novki,56.3608,41.0775,42.35,97,100,6.51,RU,1679776117
421,chandil,22.9667,86.05,82.31,35,54,2.33,IN,1679776118
422,marzuq,14.4,46.4667,74.23,69,100,8.39,YE,1679776118
423,norilsk,69.3535,88.2027,4.14,97,100,3.67,RU,1679776119
424,calama,-22.4667,-68.9333,73.89,33,0,25.32,CL,1679775848
425,taitung,22.7583,121.1444,72.43,87,96,9.19,TW,1679776120
426,oskemen,49.9565,82.6119,26.56,79,5,2.24,KZ,1679776120
427,babu,24.4167,111.5167,54.77,93,100,7.31,CN,1679776121
428,karratha,-20.7377,116.8463,83.39,70,100,3.6,AU,1679775899
429,comarapa,-17.9,-64.4833,66.47,75,79,4.12,BO,1679776122
430,hargeysa,9.56,44.065,71.49,72,38,11.68,SO,1679776124
431,coreau,-3.5333,-40.6567,77.95,92,56,4.74,BR,1679776124
432,cheyenne,41.14,-104.8203,33.24,30,100,24.16,US,1679776125
433,kenai,60.5544,-151.2583,30.29,54,0,6.91,US,1679776125
434,tiarei,-17.5333,-149.3333,86.02,75,89,5.5,PF,1679776126
435,saint anthony,45.0205,-93.218,44.53,36,100,16.11,US,1679776126
436,verkh-usugli,52.7,115.1667,4.32,96,27,3.69,RU,1679776127
437,ingham,42.6,-84.3833,39.15,86,100,20.71,US,1679776127
438,mount isa,-20.7333,139.5,65.97,88,3,0.0,AU,1679776128
439,karla,59.3723,24.9275,41.58,92,100,8.05,EE,1679776128
440,nara,34.6851,135.8049,52.5,85,100,3.76,JP,1679776058
441,esmeraldas,-19.7625,-44.3139,87.04,61,6,1.77,BR,1679776129
442,lubango,-14.9172,13.4925,61.47,96,100,2.57,AO,1679776130
443,salalah,17.0151,54.0924,78.89,78,20,4.61,OM,1679776130
444,pahrump,36.2083,-115.9839,54.52,20,99,10.0,US,1679776131
445,guarda,40.5373,-7.2658,50.23,91,34,4.59,PT,1679776132
446,barkly west,-28.5354,24.5215,65.48,60,96,12.19,ZA,1679776132
447,catamarca,-28.4696,-65.7852,82.78,54,85,3.71,AR,1679776132
448,college,64.8569,-147.8028,16.2,61,40,0.0,US,1679776133
449,marystown,47.1666,-55.1483,39.85,100,75,10.0,CA,1679776133
450,zheleznodorozhnyy,55.7503,38.0042,46.58,97,100,3.89,RU,1679775990
451,mahanje,-9.9333,35.3333,64.26,95,95,1.79,TZ,1679776134
452,vila,42.0304,-8.1588,47.28,92,100,9.1,PT,1679776134
453,biak,-0.9131,122.8766,76.19,82,100,1.97,ID,1679776135
454,borba,-4.3878,-59.5939,79.41,90,98,3.22,BR,1679776135
455,saint-georges,12.0564,-61.7485,85.68,62,40,13.8,GD,1679776136
456,grand forks,47.9417,-97.4337,26.78,74,0,21.85,US,1679776136
457,pahalgam,34.0333,75.3333,31.08,78,100,6.55,IN,1679776137
458,weiser,44.251,-116.9693,44.89,51,84,3.0,US,1679776137
459,peniche,39.3558,-9.3811,60.3,92,100,7.67,PT,1679776138
460,fria,10.4167,-13.5833,75.22,57,6,5.03,GN,1679776139
461,semnan,35.5729,53.3971,58.26,51,50,0.36,IR,1679776139
462,olafsvik,64.8945,-23.7142,28.11,65,77,12.8,IS,1679776140
463,cayenne,4.9333,-52.3333,80.64,78,75,8.05,GF,1679776041
464,trincomalee,8.5711,81.2335,80.51,79,55,7.18,LK,1679776142
465,anadyr,64.75,177.4833,28.9,86,20,22.37,RU,1679776142
466,vao,-22.6667,167.4833,76.77,87,100,12.06,NC,1679776143
467,gaoual,11.75,-13.2,93.56,22,1,3.87,GN,1679776144
468,tilichiki,60.4667,166.1,3.13,81,100,14.18,RU,1679776145
469,babstovo,48.1167,132.4833,27.23,60,11,3.89,RU,1679776145
470,ilhabela,-23.7781,-45.3581,79.14,80,90,1.07,BR,1679776146
471,kirensk,57.7853,108.1119,13.06,99,90,3.29,RU,1679776146
472,mehamn,71.0357,27.8492,22.91,86,75,10.36,NO,1679775883
473,epe,6.5841,3.9834,79.66,81,97,4.34,NG,1679776147
474,qaqortoq,60.7167,-46.0333,25.75,79,12,1.68,GL,1679776147
475,trujillo,-8.116,-79.03,85.96,66,0,10.36,PE,1679776148
476,saint-paul,-21.0096,55.2707,77.11,93,61,1.99,RE,1679776159
477,puerto escondido,15.85,-97.0667,88.63,62,20,9.22,MX,1679776160
478,zhigansk,66.7697,123.3711,15.15,96,100,5.06,RU,1679776161
479,batticaloa,7.7102,81.6924,79.3,81,80,3.87,LK,1679776161
480,sao gabriel da cachoeira,-0.1303,-67.0892,84.49,72,99,3.87,BR,1679776162
481,seoul,37.5683,126.9778,45.79,49,0,6.91,KR,1679775734
482,pyaozerskiy,65.8333,31.1667,-3.28,100,56,3.78,RU,1679776163
483,huangpi,30.8845,114.3779,44.71,76,0,4.47,CN,1679776164
484,manaus,-3.1019,-60.025,79.3,78,75,8.05,BR,1679775914
485,monteiro,-7.8894,-37.12,83.95,45,69,7.47,BR,1679776164
486,dawlatabad,36.4141,64.9053,60.58,40,98,3.91,AF,1679776165
487,onda,39.9667,-0.25,58.15,83,12,4.32,ES,1679776165
488,nizhnevartovsk,60.9344,76.5531,35.62,100,75,0.0,RU,1679776166
489,mineral wells,32.8085,-98.1128,75.76,18,0,13.8,US,1679776166
490,samarai,-10.6167,150.6667,79.93,78,79,2.98,PG,1679776167
491,ous,60.9058,61.5186,29.88,91,100,4.85,RU,1679776167
492,ixtapa,20.7,-105.2,76.23,65,75,10.36,MX,1679775919
493,mayo,38.8876,-76.5119,53.15,100,100,4.61,US,1679776168
494,san jose,37.3394,-121.895,60.33,41,20,15.01,US,1679775511
495,rabo de peixe,37.8,-25.5833,58.51,100,75,10.36,PT,1679776169
496,fayaoue,-20.65,166.5333,79.11,79,100,8.77,NC,1679776169
497,half moon bay,37.4636,-122.4286,60.42,43,0,18.41,US,1679776170
498,eldorado,-23.7869,-54.2836,85.08,67,40,4.94,BR,1679776171
499,nanakuli,21.3906,-158.1547,80.55,65,75,8.05,US,1679776171
500,creston,41.0586,-94.3614,60.33,35,40,6.91,US,1679776171
501,kailua,21.4022,-157.7394,80.58,76,40,11.5,US,1679776172
502,pochutla,15.7432,-96.4661,89.82,44,0,11.99,MX,1679776172
503,deputatskiy,69.3,139.9,-5.51,97,100,5.95,RU,1679776173
504,port augusta,-32.5,137.7667,68.61,41,91,7.47,AU,1679776173
505,chiquimula,14.8,-89.55,99.63,24,20,4.61,GT,1679776123
506,nassjo,57.6531,14.6968,34.72,94,100,5.46,SE,1679776174
507,touros,-5.1989,-35.4608,81.43,74,72,9.06,BR,1679775899
508,coffs harbour,-30.3,153.1333,68.13,94,100,8.05,AU,1679776175
509,skrunda,56.6833,22.0167,43.83,91,100,7.87,LV,1679776176
510,broken hill,-31.95,141.4333,60.28,34,74,5.95,AU,1679776176
511,finnsnes,69.2296,17.9811,16.41,89,100,4.94,NO,1679776178
512,belomorsk,64.5232,34.7668,17.87,92,100,10.58,RU,1679776178
513,malabo,3.75,8.7833,78.66,94,20,4.61,GQ,1679776179
514,methoni,36.8197,21.7049,61.21,86,100,12.12,GR,1679776179
515,karsava,56.7841,27.6883,44.69,81,96,5.3,LV,1679776180
516,akdagmadeni,39.6603,35.8836,42.78,72,2,2.55,TR,1679776180
517,rawson,-43.3002,-65.1023,61.2,41,0,9.44,AR,1679776181
518,shubarkuduk,49.1447,56.4872,48.88,55,11,4.09,KZ,1679776181
519,kimbe,-5.5502,150.1429,74.64,92,78,3.22,PG,1679776181
520,starosubkhangulovo,53.1031,57.4423,35.38,99,99,3.11,RU,1679776182
521,asau,46.4333,26.4,54.52,71,100,5.53,RO,1679775898
522,yumen,40.2833,97.2,38.23,24,0,5.55,CN,1679776183
523,jiexiu,37.0244,111.9125,41.56,53,94,1.77,CN,1679776183
524,cairns,-16.9167,145.7667,76.95,89,40,10.36,AU,1679775998
525,san cristobal,7.7669,-72.225,73.58,35,81,1.88,VE,1679776184
526,nago,26.5881,127.9761,65.25,96,100,2.21,JP,1679776184
527,yamada,39.4667,141.95,42.89,89,99,4.59,JP,1679776184
528,pouembout,-21.1333,164.9,76.35,90,99,2.44,NC,1679776185
529,pitalito,1.8497,-76.0479,73.9,67,91,5.53,CO,1679776185
530,kazuno,40.1836,140.7872,37.06,92,82,3.31,JP,1679776186
531,ugoofaaru,5.6667,73.0,81.9,74,0,5.14,MV,1679776186
532,naduvattam,11.4833,76.5667,56.79,87,100,1.3,IN,1679776187
533,ahipara,-35.1667,173.1667,61.81,75,61,4.09,NZ,1679776187
534,bani,18.2833,-70.3333,87.24,58,1,16.75,DO,1679776187
535,yavaros,26.7,-109.5167,77.4,28,100,15.3,MX,1679776188
536,lazurne,46.084,32.5295,46.13,97,100,12.46,UA,1679776188
537,laramie,41.3114,-105.5911,28.09,34,75,26.46,US,1679776024
538,hegra,63.4644,11.114,24.84,68,0,5.75,NO,1679776189
539,ballina,-28.8667,153.5667,68.77,92,50,6.58,AU,1679776190
540,vanavara,60.34,102.2797,12.97,98,95,5.1,RU,1679776190
541,kuah,6.3265,99.8432,78.78,89,20,2.3,MY,1679776191
542,lashio,22.9333,97.75,59.92,54,0,1.61,MM,1679776191
543,vila velha,-20.3297,-40.2925,85.95,69,40,12.66,BR,1679776192
544,fortuna,40.5982,-124.1573,48.34,80,40,6.91,US,1679776192
545,dubno,50.4169,25.7343,45.9,84,100,8.57,UA,1679776192
546,kavieng,-2.5744,150.7967,80.87,77,97,7.72,PG,1679776193
547,mayumba,-3.432,10.6554,79.21,82,81,5.08,GA,1679776193
548,leningradskiy,69.3833,178.4167,1.9,90,100,12.84,RU,1679776194
